6.614492753623189003e-01 6.566725455614343954e-01 6.521739130434782705e-01 6.515513126491646601e-01 6.509264793783622327e-01 6.505086774386594772e-01 6.505086774386594772e-01 6.505086774386594772e-01 6.502994011976047650e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01 6.500898741761533817e-01
6.349405134627426062e-01 5.935754189944133508e-01 5.686711210096511149e-01 5.520431765612953123e-01 5.315024232633279722e-01 4.911660777385159493e-01 4.374384236453201513e-01 3.907922912205566979e-01 3.394919168591223890e-01 2.807453416149068293e-01 2.506426735218508783e-01 2.222222222222222099e-01 1.966759002770083198e-01 1.726105563480742067e-01 1.709770114942529284e-01 1.664254703328509333e-01 1.608187134502924165e-01 1.610541727672034629e-01 1.585903083700440641e-01 1.595273264401771973e-01 1.582840236686390289e-01 1.572700296735904946e-01
6.250803858520900258e-01 5.871104815864023330e-01 5.686567164179103795e-01 5.526315789473683626e-01 5.321923390383047625e-01 4.941176470588235503e-01 4.369834710743801809e-01 3.709677419354838745e-01 2.996207332490518072e-01 2.158774373259052526e-01 1.703703703703703942e-01 1.257861635220125507e-01 8.600337268128166457e-02 4.710144927536230597e-02 4.230769230769226841e-02 3.278688524590167575e-02 1.973684210526316374e-02 2.097902097902093477e-02 1.690821256038643750e-02 1.030927835051542729e-02 5.420054200542034906e-03 2.840909090909060630e-03
6.164473684210526327e-01 5.862313697657912659e-01 5.686567164179103795e-01 5.526315789473683626e-01 5.321923390383047625e-01 4.950135992747053404e-01 4.415448851774530503e-01 3.770491803278688270e-01 3.069948186528497214e-01 2.239884393063583667e-01 1.805337519623233522e-01 1.362862010221465026e-01 9.497206703910610059e-02 5.427974947807934214e-02 5.034324942791756907e-02 4.092071611253200736e-02 2.521008403361346684e-02 2.743902439024392681e-02 2.243589743589746721e-02 1.418439716312058785e-02 7.633587786259554697e-03 4.132231404958663923e-03
6.128818061088977531e-01 5.850533807829181310e-01 5.686567164179103795e-01 5.526315789473683626e-01 5.321923390383047625e-01 4.950135992747053404e-01 4.443277310924369505e-01 3.806146572104018855e-01 3.122529644268774440e-01 2.306547619047618625e-01 1.900826446280992066e-01 1.457194899817850775e-01 1.038696537678207577e-01 6.032482598607891155e-02 5.670103092783507215e-02 4.678362573099414945e-02 2.922077922077925827e-02 3.225806451612900361e-02 2.661596958174905492e-02 1.716738197424894086e-02 9.389671361502371916e-03 5.181347150259085765e-03
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.526315789473683626e-01 5.326264274061990323e-01 4.968152866242038224e-01 4.466737064413939251e-01 3.842482100238663323e-01 3.176943699731903381e-01 2.395672333848531954e-01 2.017543859649122417e-01 1.556420233463035041e-01 1.120879120879121338e-01 6.582278481012659999e-02 6.250000000000000000e-02 5.228758169934644151e-02 3.308823529411764053e-02 3.703703703703709049e-02 3.083700440528636122e-02 2.030456852791873157e-02 1.129943502824859447e-02 6.369426751592355274e-03
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.526315789473683626e-01 5.330612244897958707e-01 4.972677595628415270e-01 4.485683987274655671e-01 3.874849578820698248e-01 3.228882833787466433e-01 2.460317460317460458e-01 2.087114337568057865e-01 1.622718052738336691e-01 1.175115207373271797e-01 6.951871657754005174e-02 6.646525679758308325e-02 5.614035087719293493e-02 3.585657370517925102e-02 4.054054054054057055e-02 3.398058252427182957e-02 2.272727272727270709e-02 1.282051282051277497e-02 7.352941176470562112e-03
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.530596436870642840e-01 5.339885339885339643e-01 4.995417048579284813e-01 4.548387096774193505e-01 3.965517241379310498e-01 3.314685314685315021e-01 2.540983606557376540e-01 2.173913043478260532e-01 1.698513800424628073e-01 1.237864077669902363e-01 7.386363636363635354e-02 7.119741100323628835e-02 6.083650190114064937e-02 3.930131004366810288e-02 4.500000000000003997e-02 3.804347826086951212e-02 2.597402597402598268e-02 1.492537313432840129e-02 8.771929824561430777e-03
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.534883720930232620e-01 5.366255144032922031e-01 5.027726432532346745e-01 4.576086956521738802e-01 4.009962640099626885e-01 3.356940509915014026e-01 2.579034941763727051e-01 2.211538461538461453e-01 1.731601731601731808e-01 1.265508684863523303e-01 7.580174927113703109e-02 7.333333333333336146e-02 6.299212598425196763e-02 4.090909090909089496e-02 4.712041884816753345e-02 4.000000000000003553e-02 2.758620689655177927e-02 1.600000000000001421e-02 9.523809523809489974e-03
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.533073929961089821e-01 5.392886683209263676e-01 5.060465116279069253e-01 4.617067833698030865e-01 4.045226130653266639e-01 3.390557939914162766e-01 2.609427609427609207e-01 2.241715399610136883e-01 1.758241758241758657e-01 1.287878787878787845e-01 7.738095238095232808e-02 7.508532423208191808e-02 6.477732793522261723e-02 4.225352112676061811e-02 4.891304347826086474e-02 4.166666666666662966e-02 2.898550724637682929e-02 1.694915254237283619e-02 1.020408163265307255e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.557287607170693366e-01 5.420482930890924145e-01 5.089034676663541923e-01 4.663726571113561148e-01 4.086294416243654304e-01 3.429811866859623359e-01 2.645051194539249639e-01 2.277227722772277030e-01 1.789709172259508208e-01 1.314432989690721421e-01 7.926829268292678865e-02 7.719298245614036880e-02 6.694560669456062207e-02 4.390243902439028290e-02 5.113636363636364646e-02 4.374999999999995559e-02 3.076923076923077094e-02 1.818181818181818787e-02 1.111111111111107164e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.562500000000000222e-01 5.446950710108604543e-01 5.126999059266228453e-01 4.682981090100111210e-01 4.115384615384615197e-01 3.464912280701754055e-01 2.677029360967184690e-01 2.309236947791164507e-01 1.818181818181817677e-01 1.338582677165354173e-01 8.099688473520250120e-02 7.913669064748196647e-02 6.896551724137933714e-02 4.545454545454541417e-02 5.325443786982253513e-02 4.575163398692805306e-02 3.252032520325198739e-02 1.941747572815533118e-02 1.204819277108437614e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.563380281690140094e-01 5.447698744769874368e-01 5.146088595664467524e-01 4.715719063545150691e-01 4.144144144144144004e-01 3.485294117647058654e-01 2.695652173913043459e-01 2.327935222672065096e-01 1.834862385321101019e-01 1.352785145888594220e-01 8.201892744479499786e-02 8.029197080291972100e-02 7.017543859649122417e-02 4.639175257731953383e-02 5.454545454545456362e-02 4.697986577181212375e-02 3.361344537815125211e-02 2.020202020202022108e-02 1.265822784810122226e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.568627450980392357e-01 5.453020134228188098e-01 5.160680529300567532e-01 4.731543624161074213e-01 4.160206718346253218e-01 3.500738552437222539e-01 2.709790209790209348e-01 2.342158859470468979e-01 1.847575057736720039e-01 1.363636363636363535e-01 8.280254777070061856e-02 8.118081180811809183e-02 7.111111111111112493e-02 4.712041884816753345e-02 5.555555555555558023e-02 4.794520547945202438e-02 3.448275862068961306e-02 2.083333333333337034e-02 1.315789473684214617e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.686567164179103795e-01 5.569520816967792332e-01 5.465994962216624842e-01 5.170454545454545858e-01 4.742152466367712815e-01 4.170984455958549608e-01 3.511111111111111516e-01 2.719298245614034659e-01 2.351738241308793942e-01 1.856148491879350271e-01 1.370967741935483764e-01 8.333333333333337034e-02 8.178438661710041302e-02 7.174887892376680121e-02 4.761904761904767192e-02 5.625000000000002220e-02 4.861111111111116045e-02 3.508771929824561209e-02 2.127659574468088177e-02 1.351351351351348651e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.690814040328603385e-01 5.570416994492526364e-01 5.467565290648694898e-01 5.176022835394862298e-01 4.752252252252252562e-01 4.187256176853055845e-01 3.526785714285713969e-01 2.733686067019400756e-01 2.366255144032921587e-01 1.869158878504673105e-01 1.382113821138211129e-01 8.414239482200647213e-02 8.270676691729328400e-02 7.272727272727275150e-02 4.838709677419350541e-02 5.732484076433119746e-02 4.964539007092194645e-02 3.603603603603600103e-02 2.197802197802201096e-02 1.408450704225350236e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.690814040328603385e-01 5.567823343848580242e-01 5.469146238377007307e-01 5.172084130019121151e-01 4.751131221719456788e-01 4.198174706649282495e-01 3.537313432835821336e-01 2.743362831858406903e-01 2.376033057851240082e-01 1.877934272300469942e-01 1.389645776566758029e-01 8.469055374592837637e-02 8.333333333333337034e-02 7.339449541284404077e-02 4.891304347826086474e-02 5.806451612903229531e-02 5.035971223021584731e-02 3.669724770642202039e-02 2.247191011235960545e-02 1.449275362318835914e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.690814040328603385e-01 5.572217837411207464e-01 5.473773265651438180e-01 5.181992337164751383e-01 4.755959137343926946e-01 4.201570680628272658e-01 3.547904191616766401e-01 2.753108348134991612e-01 2.385892116182573020e-01 1.886792452830188260e-01 1.397260273972602551e-01 8.524590163934431253e-02 8.396946564885499065e-02 7.407407407407406996e-02 4.945054945054949691e-02 5.882352941176471894e-02 5.109489051094895373e-02 3.738317757009346209e-02 2.298850574712640871e-02 1.492537313432840129e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.690814040328603385e-01 5.576619273301737234e-01 5.478408128704488345e-01 5.182341650671784539e-01 4.755403868031854442e-01 4.207077326343381385e-01 3.553223388305847275e-01 2.758007117437721867e-01 2.390852390852390430e-01 1.891252955082742826e-01 1.401098901098900562e-01 8.552631578947367252e-02 8.429118773946364662e-02 7.441860465116278966e-02 4.972375690607733212e-02 5.921052631578949121e-02 5.147058823529415683e-02 3.773584905660376521e-02 2.325581395348841340e-02 1.515151515151513806e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.695067264573990817e-01 5.577531645569620000e-01 5.479219677692960255e-01 5.178055822906640904e-01 4.760820045558086244e-01 4.212598425196850682e-01 3.558558558558558849e-01 2.762923351158644847e-01 2.395833333333333703e-01 1.895734597156397694e-01 1.404958677685950175e-01 8.580858085808584779e-02 8.461538461538464784e-02 7.476635514018692419e-02 5.000000000000004441e-02 5.960264900662248788e-02 5.185185185185181567e-02 3.809523809523807092e-02 2.352941176470590978e-02 1.538461538461532996e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.691847419596109958e-01 5.578446909667195142e-01 5.480033984706882411e-01 5.183044315992293427e-01 4.760273972602739878e-01 4.218134034165571533e-01 3.563909774436090361e-01 2.767857142857143016e-01 2.400835073068893211e-01 1.900237529691211069e-01 1.408839779005525150e-01 8.609271523178807506e-02 8.494208494208499438e-02 7.511737089201875328e-02 5.027932960893854997e-02 6.000000000000005329e-02 5.223880597014929350e-02 3.846153846153843592e-02 2.380952380952383596e-02 1.562500000000000000e-02
6.128818061088977531e-01 5.847578347578348268e-01 5.689655172413793371e-01 5.576770087509943519e-01 5.490196078431373028e-01 5.207328833172613081e-01 4.788571428571428701e-01 4.240422721268163331e-01 3.585476550680786190e-01 2.787769784172662302e-01 2.421052631578947123e-01 1.918465227817746088e-01 1.424581005586592619e-01 8.724832214765099181e-02 8.627450980392159519e-02 7.655502392344493146e-02 5.142857142857137909e-02 6.164383561643838050e-02 5.384615384615387690e-02 4.000000000000003553e-02 2.500000000000002220e-02 1.666666666666671848e-02
