1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.982876712328767610e-01 9.965753424657534110e-01 9.948630136986301720e-01 9.948630136986301720e-01 9.931506849315068219e-01 9.863013698630136439e-01 9.777397260273972268e-01 9.743150684931506378e-01 9.794520547945205768e-01 9.914383561643835829e-01 9.982876712328767610e-01 9.948630136986301720e-01 9.931506849315068219e-01 9.931506849315068219e-01 9.880136986301369939e-01 9.863013698630136439e-01 9.828767123287671659e-01 9.811643835616438158e-01 9.811643835616438158e-01 9.743150684931506378e-01 9.743150684931506378e-01 9.726027397260273988e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.897260273972602329e-01 9.828767123287671659e-01 9.571917808219178037e-01 9.332191780821917915e-01 9.349315068493150305e-01 9.486301369863013866e-01 9.640410958904109817e-01 9.589041095890410427e-01 9.520547945205479756e-01 9.280821917808219634e-01 9.006849315068493622e-01 8.527397260273972268e-01 8.082191780821917915e-01 7.654109589041095951e-01 7.191780821917808098e-01 6.969178082191780366e-01 6.575342465753424293e-01 6.284246575342465890e-01 6.010273972602739878e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.897260273972602329e-01 9.828767123287671659e-01 9.537671232876712146e-01 9.160958904109589573e-01 9.109589041095890183e-01 9.160958904109589573e-01 9.195205479452054353e-01 8.938356164383561842e-01 8.681506849315068219e-01 8.321917808219178037e-01 7.756849315068493622e-01 7.106164383561643927e-01 6.421232876712328341e-01 5.958904109589041598e-01 5.462328767123287854e-01 5.222602739726027732e-01 4.760273972602739878e-01 4.452054794520547976e-01 4.126712328767123128e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.897260273972602329e-01 9.828767123287671659e-01 9.537671232876712146e-01 9.058219178082191902e-01 8.972602739726027732e-01 8.938356164383561842e-01 8.852739726027397671e-01 8.390410958904109817e-01 8.030821917808219634e-01 7.534246575342465890e-01 6.934931506849315586e-01 6.267123287671232390e-01 5.582191780821917915e-01 5.119863013698630061e-01 4.623287671232876872e-01 4.383561643835616195e-01 3.921232876712328896e-01 3.613013698630136994e-01 3.287671232876712146e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.897260273972602329e-01 9.811643835616438158e-01 9.469178082191780366e-01 8.972602739726027732e-01 8.835616438356164171e-01 8.715753424657534110e-01 8.424657534246575707e-01 7.791095890410958402e-01 7.431506849315068219e-01 6.917808219178082085e-01 6.318493150684931781e-01 5.650684931506849695e-01 4.965753424657534110e-01 4.503424657534246811e-01 4.006849315068493067e-01 3.767123287671232945e-01 3.304794520547945091e-01 2.996575342465753189e-01 2.671232876712328896e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.897260273972602329e-01 9.794520547945205768e-01 9.452054794520547976e-01 8.904109589041095951e-01 8.715753424657534110e-01 8.510273972602739878e-01 8.133561643835616195e-01 7.465753424657534110e-01 7.071917808219178037e-01 6.558219178082191902e-01 5.958904109589041598e-01 5.291095890410958402e-01 4.606164383561643927e-01 4.143835616438356073e-01 3.647260273972602884e-01 3.407534246575342207e-01 2.945205479452054909e-01 2.636986301369863006e-01 2.311643835616438436e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.880136986301369939e-01 9.743150684931506378e-01 9.349315068493150305e-01 8.681506849315068219e-01 8.390410958904109817e-01 8.184931506849315586e-01 7.791095890410958402e-01 7.089041095890410427e-01 6.695205479452054353e-01 6.181506849315068219e-01 5.582191780821917915e-01 4.914383561643835829e-01 4.229452054794520799e-01 3.767123287671232945e-01 3.270547945205479201e-01 3.030821917808219079e-01 2.568493150684931781e-01 2.260273972602739601e-01 1.934931506849315030e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.863013698630136439e-01 9.640410958904109817e-01 9.212328767123287854e-01 8.544520547945205768e-01 8.236301369863013866e-01 8.030821917808219634e-01 7.636986301369863561e-01 6.934931506849315586e-01 6.541095890410958402e-01 6.027397260273972268e-01 5.428082191780821963e-01 4.760273972602739878e-01 4.075342465753424848e-01 3.613013698630136994e-01 3.116438356164383805e-01 2.876712328767123128e-01 2.414383561643835552e-01 2.106164383561643927e-01 1.780821917808219079e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.828767123287671659e-01 9.537671232876712146e-01 9.092465753424657793e-01 8.424657534246575707e-01 8.116438356164383805e-01 7.910958904109589573e-01 7.517123287671232390e-01 6.815068493150684414e-01 6.421232876712328341e-01 5.907534246575342207e-01 5.308219178082191902e-01 4.640410958904109817e-01 3.955479452054794787e-01 3.493150684931506933e-01 2.996575342465753189e-01 2.756849315068493067e-01 2.294520547945205491e-01 1.986301369863013588e-01 1.660958904109589018e-01
9.982876712328767610e-01 9.982876712328767610e-01 9.897260273972602329e-01 9.760273972602739878e-01 9.417808219178082085e-01 8.972602739726027732e-01 8.287671232876712146e-01 7.979452054794520244e-01 7.773972602739726012e-01 7.380136986301369939e-01 6.678082191780821963e-01 6.284246575342465890e-01 5.770547945205479756e-01 5.171232876712328341e-01 4.503424657534246811e-01 3.818493150684931781e-01 3.356164383561643927e-01 2.859589041095890183e-01 2.619863013698630061e-01 2.157534246575342485e-01 1.849315068493150582e-01 1.523972602739726012e-01
