-1.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01
-1.046477921320142501e+00 -7.175335271573191065e-02 4.462382445375672746e-01
-1.097146254826194323e+00 -1.359945527691622524e-01 3.952909345780998285e-01
-1.152318143519785121e+00 -1.909601015395726020e-01 3.476229686606162050e-01
-1.212601822286690556e+00 -2.345817312267824972e-01 3.036317079632596116e-01
-1.278612666634447725e+00 -2.642983073059249621e-01 2.636355315724618342e-01
-1.350503020132029608e+00 -2.769301357620074233e-01 2.278716422646364648e-01
-1.427960226630884844e+00 -2.686785214566725366e-01 1.964960604310109771e-01
-1.510206786535006174e+00 -2.351261780133472312e-01 1.695836359242767488e-01
-1.595771455070946754e+00 -1.718968197380688068e-01 1.471558386221735182e-01
-1.679995965623945597e+00 -7.349544459726062295e-02 1.291624251615216823e-01
-1.756566340957671279e+00 6.331132855707741203e-02 1.155370230332583709e-01
-1.818561369506395131e+00 2.374919921414675728e-01 1.062446426259540389e-01
-1.858452605374991240e+00 4.437501498409538447e-01 1.012816772258123416e-01
-1.868590451664011498e+00 6.724198490913517734e-01 1.006288624694705314e-01
-1.849673032359337110e+00 9.087411154187841067e-01 1.043990494025393567e-01
-1.807349056222329109e+00 1.139174313073108902e+00 1.128856216448221178e-01
-1.747195950635272332e+00 1.354338554650740711e+00 1.264033584960027046e-01
-1.674720230208608385e+00 1.549011229924014410e+00 1.452867150946098584e-01
-1.597884717230387386e+00 1.720619387553894652e+00 1.699903060638562058e-01
-1.522198465531213518e+00 1.869039600672712131e+00 2.014704072348039721e-01
-1.449954249918000704e+00 1.995418039613491956e+00 2.406938874118232929e-01
-1.382415348996041127e+00 2.101122937144157987e+00 2.884778877562080845e-01
-1.319815545169005233e+00 2.187744588467533724e+00 3.454898217861764875e-01
-1.261304691008046541e+00 2.256669446758883257e+00 4.121888705635090577e-01
-1.205402838644469066e+00 2.307451715081456189e+00 4.891384716028679414e-01
-1.150910604982324781e+00 2.339619013128047875e+00 5.763980686496125161e-01
-1.096854070661359648e+00 2.353299325178382695e+00 6.727600142393745930e-01
-1.042479867980004693e+00 2.349215341420941794e+00 7.757381931824601784e-01
-9.872551348399177806e-01 2.328684327536048482e+00 8.815683011966978233e-01
-9.309738860545794248e-01 2.293458112613176336e+00 9.858660999237716105e-01
-8.743181792303158506e-01 2.246092716245609910e+00 1.084062246136413110e+00
-8.181910516444161896e-01 2.189540981163126787e+00 1.171915603432374109e+00
-7.634287810208042480e-01 2.126777830061543639e+00 1.246102534201532164e+00
-7.108008855300387285e-01 2.060800265602716674e+00 1.304216899625890713e+00
-6.610101237893144521e-01 1.994627370414541412e+00 1.344770059679578189e+00
-6.146924948624596929e-01 1.931300307090952018e+00 1.367190873128849127e+00
-5.724151099448346880e-01 1.873872656501421652e+00 1.371834942855350015e+00
-5.343843764779092620e-01 1.823175623938477319e+00 1.361670350719993428e+00
-5.011302980200993407e-01 1.778975179919292771e+00 1.339653501841340022e+00
-4.732530981318867069e-01 1.741706233994342545e+00 1.307638192235022867e+00
-4.510189412691594790e-01 1.711358002219864893e+00 1.267692754969202751e+00
-4.343599327832137202e-01 1.687474007157862665e+00 1.222100060164567736e+00
-4.228741189207516071e-01 1.669152077876100648e+00 1.173357514994333162e+00
-4.158254868238826507e-01 1.655044349948108673e+00 1.124177063684240974e+00
-4.122055173328159627e-01 1.643435882484443944e+00 1.077338523992539487e+00
-4.121768454603285115e-01 1.634122709812641405e+00 1.032419890267886720e+00
-4.157835072392974674e-01 1.626852964648831446e+00 9.892831855705439548e-01
-4.226938048020464911e-01 1.620976919865783072e+00 9.485456752550573967e-01
-4.325796242701334116e-01 1.615924104429495189e+00 9.106364759826950372e-01
-4.451164357543506145e-01 1.611203303399196374e+00 8.757965557214444363e-01
-4.599832933547248204e-01 1.606402557927344876e+00 8.440787337460138318e-01
-4.768628351605167515e-01 1.601189165259629288e+00 8.153476806378324726e-01
-4.954186014307066510e-01 1.595301771864354290e+00 7.894274778489719369e-01
-5.152700984314891874e-01 1.588465802791294124e+00 7.664130956016640406e-01
-5.360940432776758469e-01 1.580409768716865671e+00 7.461858704878684412e-01
-5.575919659203651957e-01 1.570911865318808553e+00 7.285908733504007362e-01
-5.794878337777366051e-01 1.559800626280106961e+00 7.134506708156076460e-01
-6.015280517350520828e-01 1.546954923288988759e+00 7.005653252933653485e-01
-6.234814621446544969e-01 1.532303966038927046e+00 6.897123949770807005e-01
-6.451393448259687968e-01 1.515827302228639040e+00 6.806469338436904604e-01
-6.663154306703772400e-01 1.497554693998017328e+00 6.731017482717674971e-01
-6.868807762995723376e-01 1.477471334001144054e+00 6.668996191530136564e-01
-7.068279853592009943e-01 1.455470396392552601e+00 6.618259471120095938e-01
-7.261794917603264787e-01 1.431484518677998086e+00 6.575876765753878583e-01
-7.449681001076230435e-01 1.405470037872882383e+00 6.539147783172488682e-01
-7.632369856993745927e-01 1.377406990502255013e+00 6.505602494591610219e-01
-7.810396945274743485e-01 1.347299112600813142e+00 6.473001134701608095e-01
-7.984401432774264062e-01 1.315173839712901138e+00 6.439334201667525903e-01
-8.155126193283438463e-01 1.281082306892511236e+00 6.402822457129088152e-01
-8.323417807529505108e-01 1.245099348703282427e+00 6.361916926200698041e-01
